college,Branch,Gender,age,address,Nation,famsize,firstchild,siblings,Pstatus,PrelationQ,Medu,Fedu,Mjob,Fjob,famincome,Povertyline,houstatus,workstatus,PermAdd,TypeofLivng,FrndCircle,reasonforjoin,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,PCathome,internet,Phoneusage,romantic,famrel,freetime,goout,dalc,walc,Crimeact,NcrimAct,Harrasment,Discrimnation,health,lonlineess,LangUsdTeacher,PrerequistSkill,DificultyLevel,Expofprivate,GenofTeacher,QualityofNotes,Motvatnofprivate,Clasize,ClasComm,workload,FeedbckonTeaching,absences,Infrastucture,TutionFee,WaterFacility,ToiletFacility,TransportSystem,library,wifi,teachingMode,Training,CulturalAct,ragging,StressTimPresure,Self-Discipline,diligent,Communication,Punctual,Groupdiscussion,courteous,teamplayer,Creativethink,Responsible,Conduct,WR-1,WR-2,ST-1,ST-2,ST-3,AWR,SWR,ACTIVITY,FINAL
KVG,CV,F,16,U,Indian,GT3,yes,yes,T,1,4,3,private,other,3,below,no,yes,yes,3,5,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,no,5,5,5,5,5,no,yes,yes,yes,4,no,Kannada,yes,5,1,M,1,5,5,3,1,5,4,2,3,5,4,5,3,4,online,no,yes,yes,yes,1,4,5,5,3,5,5,4,4,3,10,9,10,10,10,10,10,10,30
KVG,CV,F,15,U,Indian,LE3,yes,yes,T,4,4,3,at_home,government,2,below,no,no,no,5,3,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,no,3,yes,4,4,3,1,1,yes,no,no,yes,2,no,Kannada,yes,5,4,F,1,5,4,5,1,1,2,4,3,1,5,1,5,5,offline,no,no,yes,no,3,3,4,2,1,5,5,4,5,5,10,10,10,10,10,10,10,10,30
KVG,CV,F,16,U,Indian,LE3,yes,no,T,4,4,3,other,other,2,above,yes,yes,no,1,1,reputation,other,1,2,0,yes,no,no,yes,yes,yes,yes,yes,2,no,3,4,4,2,4,yes,yes,yes,no,1,no,Kannada,no,4,1,F,2,1,2,1,5,1,0,3,2,3,3,2,5,5,online,no,no,yes,no,5,3,2,4,1,5,5,5,5,3,16,15,12,13,12,16,12,10,48
KVG,CV,M,15,U,Indian,GT3,no,yes,A,3,4,4,other,selfemployed,5,below,yes,no,yes,1,2,home,other,3,2,0,no,yes,no,yes,yes,yes,yes,yes,4,yes,4,4,4,2,4,no,no,no,yes,3,yes,Kannada,yes,5,2,M,3,3,2,5,5,2,2,1,4,4,5,2,2,4,online,no,no,yes,yes,5,1,5,4,1,3,5,4,4,3,13,13,12,12,12,13,12,14,39
KVG,CV,F,16,U,Indian,GT3,no,yes,T,2,3,1,selfemployed,business,4,below,yes,no,yes,5,5,home,mother,1,4,0,no,yes,no,yes,no,yes,no,yes,1,no,5,4,3,1,2,yes,yes,yes,no,5,no,Kannada,no,5,4,M,2,1,4,3,5,4,4,4,5,4,1,5,5,5,online,yes,no,yes,yes,1,5,5,1,3,5,1,5,1,3,7,7,6,8,9,7,8,6,21
KVG,CV,F,15,R,Indian,LE3,no,yes,T,4,2,2,selfemployed,private,3,below,no,yes,no,1,3,reputation,other,1,4,0,yes,yes,yes,no,yes,yes,yes,no,3,no,1,3,3,5,5,yes,no,no,no,4,yes,English,yes,3,2,F,1,4,1,1,5,4,4,5,2,2,5,1,4,4,online,no,yes,yes,no,4,2,1,1,5,4,4,5,2,2,8,9,9,9,9,9,9,6,24
KVG,CV,F,15,R,Indian,LE3,no,yes,T,5,3,1,private,business,1,below,yes,no,yes,4,5,course,other,2,2,0,yes,yes,yes,no,yes,yes,no,no,3,no,4,3,3,1,2,yes,no,no,yes,3,yes,Kannada,yes,4,2,M,5,5,5,3,2,1,2,2,3,1,2,3,4,2,offline,yes,no,yes,no,2,2,1,1,1,1,4,5,2,1,16,16,12,11,12,16,12,10,48
KVG,CV,M,16,U,Indian,GT3,yes,no,T,2,3,1,selfemployed,business,2,above,no,no,yes,4,4,other,father,2,4,0,no,yes,no,no,no,yes,yes,no,3,no,4,1,3,1,3,no,no,yes,yes,5,no,Kannada,no,5,4,F,1,5,5,2,5,2,12,1,2,4,3,1,5,5,online,yes,yes,no,no,4,4,4,2,1,4,2,5,3,2,13,15,12,13,14,14,13,12,39
KVG,ME,M,15,U,Indian,GT3,yes,no,T,2,4,2,selfemployed,business,3,above,yes,yes,yes,4,4,course,mother,2,4,0,no,yes,yes,no,yes,yes,yes,yes,3,no,4,4,2,2,3,no,yes,no,yes,3,no,Kannada,no,1,5,M,1,3,4,5,2,5,0,3,3,4,1,5,1,3,offline,no,yes,no,yes,2,4,4,4,5,5,1,1,4,3,10,10,10,10,10,10,10,10,30
KVG,ME,F,15,R,Indian,GT3,yes,no,T,4,1,1,selfemployed,private,2,below,no,yes,no,1,5,home,father,1,4,2,no,no,no,no,yes,yes,yes,no,2,yes,4,3,2,1,1,yes,no,no,yes,5,yes,Kannada,no,4,5,M,2,2,2,5,5,4,0,4,5,1,5,4,5,1,online,yes,yes,yes,yes,2,1,2,5,5,1,2,1,1,3,8,6,9,9,10,7,9,8,24
KVG,ME,M,16,U,Indian,GT3,no,yes,T,5,3,1,selfemployed,other,2,below,yes,yes,no,3,5,course,mother,1,2,0,yes,yes,no,no,no,yes,no,no,5,no,3,3,3,1,1,no,no,yes,yes,5,no,Kannada,yes,4,5,F,3,3,2,4,4,1,2,3,1,4,4,2,2,2,offline,yes,no,yes,no,5,2,3,4,4,4,4,5,1,2,12,12,13,12,11,12,12,12,36
KVG,ME,F,16,U,Indian,GT3,yes,no,T,4,3,3,at_home,business,1,above,no,yes,yes,4,1,other,other,1,1,0,no,no,no,yes,yes,yes,no,no,3,no,3,3,4,2,4,no,no,no,yes,5,no,Kannada,no,4,5,M,2,3,1,1,5,2,2,1,1,1,3,1,2,2,offline,no,no,yes,no,3,5,1,1,1,1,2,4,5,1,11,12,10,10,10,12,10,13,33
KVG,ME,M,15,U,Indian,GT3,no,yes,T,2,4,3,private,other,2,below,no,yes,no,3,2,course,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,no,5,3,2,2,2,no,no,yes,no,5,yes,Kannada,yes,3,2,F,2,4,5,4,3,3,54,1,1,3,1,2,2,5,offline,yes,yes,yes,yes,2,1,5,2,2,1,1,4,2,2,9,9,9,9,9,9,9,9,27
KVG,ME,M,15,U,Indian,GT3,no,yes,T,3,4,0,private,other,5,below,no,yes,yes,4,3,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,yes,2,no,4,3,3,2,4,no,no,no,yes,1,yes,English,yes,4,4,M,5,1,2,3,2,3,6,1,4,1,4,3,1,2,offline,no,yes,yes,no,5,3,1,4,4,3,3,1,4,3,11,11,10,10,10,11,10,12,33
KVG,ME,F,16,U,Indian,GT3,yes,no,T,5,2,2,other,other,2,below,no,no,yes,3,3,reputation,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,2,yes,4,3,3,2,3,yes,no,yes,no,3,yes,Kannada,yes,3,2,F,2,2,4,4,3,3,8,5,4,5,2,4,2,4,online,no,yes,no,yes,5,1,2,1,3,5,4,5,2,4,11,11,10,10,10,11,10,12,33
KVG,ME,M,17,U,Indian,GT3,no,yes,T,1,2,1,selfemployed,private,5,below,no,no,yes,5,2,reputation,other,1,4,3,no,no,yes,no,yes,yes,no,yes,1,no,3,4,3,1,1,no,yes,no,yes,3,yes,Kannada,no,5,1,M,3,4,4,4,3,5,0,3,2,2,4,5,3,4,offline,yes,yes,no,no,3,5,4,4,2,4,2,1,5,2,8,8,8,8,8,8,8,8,24
KVG,ME,F,16,U,Indian,GT3,no,yes,T,2,3,4,selfemployed,private,5,below,yes,yes,no,4,3,course,father,2,1,0,yes,yes,no,yes,yes,no,yes,no,4,no,5,2,3,1,3,no,yes,yes,yes,3,yes,Kannada,no,5,4,F,4,2,2,4,5,2,2,2,2,1,2,3,3,4,online,no,no,yes,no,2,4,4,3,4,2,1,1,3,1,5,5,5,5,5,5,5,5,15
KVG,ME,M,15,U,Indian,GT3,no,yes,T,3,2,3,other,business,4,below,yes,yes,yes,2,4,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,3,yes,4,5,1,1,1,no,yes,yes,no,3,yes,Kannada,no,5,3,F,1,3,4,1,5,1,12,2,1,5,3,3,3,3,online,yes,yes,yes,no,1,1,5,1,3,3,1,4,3,5,10,12,10,10,10,11,10,9,30
KVG,ME,M,15,U,Indian,GT3,no,yes,T,4,2,3,private,business,5,below,no,no,yes,4,4,other,mother,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,4,no,2,4,3,1,2,no,yes,no,no,5,yes,English,no,4,3,M,5,2,3,3,1,3,2,2,1,5,1,4,1,1,offline,no,yes,yes,no,3,4,5,2,1,1,1,4,1,3,11,10,10,10,10,11,10,12,33
KVG,ME,F,15,U,Indian,LE3,yes,no,T,1,3,2,private,private,4,below,yes,yes,no,2,4,home,father,1,3,0,yes,no,yes,no,no,yes,yes,no,3,no,3,2,2,1,3,no,no,no,yes,5,yes,Kannada,no,3,1,M,1,2,1,4,1,4,4,1,5,5,3,5,2,5,offline,no,no,yes,yes,5,5,1,4,4,2,5,5,5,1,7,6,6,8,9,7,8,6,21
KVG,ME,M,15,U,Indian,LE3,no,yes,T,4,2,2,other,business,1,above,yes,yes,yes,3,1,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,1,no,5,3,2,1,2,no,no,no,yes,4,no,Kannada,no,5,5,M,4,1,1,5,2,1,10,2,1,4,4,3,5,4,offline,yes,yes,no,yes,1,3,2,1,2,3,5,1,3,5,15,15,15,14,15,15,15,15,45
KVG,ME,F,15,U,Indian,GT3,yes,no,T,5,1,1,selfemployed,selfemployed,1,below,no,yes,yes,3,2,reputation,other,2,2,0,no,no,yes,yes,yes,yes,no,yes,1,no,4,4,4,1,1,no,no,no,no,4,yes,English,yes,3,2,M,3,4,2,2,3,1,4,1,5,5,2,5,4,4,offline,yes,yes,yes,no,2,3,3,4,1,2,1,3,3,3,9,10,10,10,10,10,10,7,27
KVG,ME,F,15,U,Indian,GT3,yes,no,T,1,4,4,at_home,private,3,above,yes,yes,no,4,3,reputation,mother,1,2,2,no,yes,no,yes,no,yes,yes,no,5,yes,5,3,3,1,3,yes,yes,yes,yes,5,yes,Kannada,yes,2,1,M,5,3,4,5,2,1,2,3,1,5,4,4,1,2,online,yes,no,yes,no,5,5,1,2,4,5,5,1,1,3,7,9,7,8,8,8,8,5,21
KVG,ME,F,16,U,Indian,LE3,yes,no,T,5,2,2,other,other,3,above,yes,no,yes,4,1,other,father,2,2,0,no,no,yes,no,yes,yes,yes,no,3,no,4,3,2,2,3,yes,no,no,yes,2,yes,Kannada,yes,1,2,M,4,1,2,1,2,1,6,2,2,4,1,5,1,1,offline,yes,no,yes,no,2,1,3,5,3,1,2,2,4,4,8,7,8,8,8,8,8,8,24
KVG,ME,F,15,U,Indian,GT3,yes,no,T,3,4,2,selfemployed,business,3,below,no,yes,no,3,1,other,mother,1,2,0,no,yes,no,no,yes,yes,no,no,1,no,4,4,4,2,3,yes,no,no,no,1,yes,Kannada,no,3,3,F,2,5,2,3,3,3,4,3,3,1,2,5,1,3,online,yes,yes,yes,no,1,2,2,2,1,5,4,4,5,4,13,14,10,10,10,14,10,15,39
KVG,ME,M,16,U,Indian,GT3,no,yes,T,5,2,2,selfemployed,private,1,above,yes,no,yes,5,5,other,father,1,3,1,no,yes,no,yes,yes,yes,yes,no,3,no,4,3,4,1,2,no,no,no,no,3,yes,English,yes,5,2,M,3,3,3,5,1,2,4,4,4,1,1,4,2,3,offline,no,yes,no,no,1,4,2,4,3,2,3,3,4,4,11,10,10,10,10,11,10,9,33
KVG,ME,M,16,U,Indian,LE3,no,yes,A,4,4,4,at_home,business,5,below,yes,yes,no,3,5,other,other,2,2,0,no,no,yes,yes,no,yes,no,yes,2,no,5,3,3,1,3,no,no,yes,yes,5,yes,Kannada,yes,4,2,F,5,3,4,1,4,5,12,4,1,4,3,4,5,1,online,yes,yes,no,yes,4,2,4,4,4,4,1,5,2,3,8,6,8,8,8,7,8,9,24
KVG,ME,F,16,U,Indian,GT3,yes,yes,T,1,3,3,at_home,business,4,above,yes,no,yes,4,3,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,yes,4,4,2,1,1,yes,no,no,no,4,yes,English,no,2,2,M,2,2,5,3,4,1,18,5,3,5,1,3,1,3,offline,no,no,yes,no,1,5,3,1,3,1,3,5,5,3,7,7,7,8,8,7,8,6,21
KVG,ME,F,15,U,Indian,GT3,yes,yes,T,5,4,3,other,private,1,below,no,yes,no,1,5,course,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,3,no,4,1,3,3,5,yes,no,yes,no,1,no,Kannada,no,5,5,M,5,5,3,4,3,2,0,5,1,3,1,2,5,3,online,yes,no,yes,no,1,1,3,4,5,2,5,4,2,3,16,17,20,20,19,17,20,11,48
KVG,ME,F,16,U,Indian,LE3,yes,no,T,2,3,1,at_home,other,1,below,no,yes,no,1,3,home,father,1,1,0,no,no,yes,yes,yes,yes,yes,yes,4,no,4,3,3,1,3,yes,yes,yes,yes,2,no,Kannada,yes,4,3,F,5,5,4,5,4,1,4,3,5,3,1,1,4,4,online,yes,yes,yes,no,3,4,5,4,1,4,3,1,4,3,7,6,6,8,9,7,8,7,21
KVG,ME,F,16,U,Indian,GT3,yes,no,T,4,4,2,at_home,selfemployed,4,below,no,yes,yes,2,5,course,father,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,no,4,5,5,1,3,yes,no,no,yes,1,yes,English,no,3,5,F,2,3,4,2,1,3,4,2,1,4,1,1,3,2,offline,no,yes,yes,yes,4,3,4,2,4,1,4,1,5,2,11,10,10,10,10,11,10,9,33
KVG,ME,M,15,U,Indian,LE3,no,no,T,2,2,2,at_home,other,3,above,yes,no,yes,1,5,course,father,2,2,0,no,yes,yes,yes,yes,yes,no,yes,5,no,3,3,3,2,3,no,no,no,yes,4,no,Kannada,no,1,3,F,5,4,5,2,4,1,0,3,4,1,2,3,5,4,offline,yes,yes,yes,yes,3,4,3,1,2,1,4,1,3,5,11,13,10,10,10,12,10,8,33
KVG,ME,F,15,R,Indian,GT3,yes,yes,T,2,1,1,selfemployed,selfemployed,1,above,no,no,no,2,1,reputation,other,1,4,1,no,yes,no,yes,yes,yes,yes,no,3,no,5,3,3,1,1,no,yes,yes,yes,1,no,English,yes,4,1,M,1,1,3,5,1,4,6,4,1,4,1,1,2,4,offline,yes,no,yes,yes,5,4,5,3,3,3,2,3,1,4,7,10,7,9,8,9,8,5,21
KVG,ME,M,16,R,Indian,GT3,no,yes,T,2,4,3,selfemployed,private,5,below,no,no,no,5,1,home,father,2,4,0,yes,yes,yes,yes,yes,yes,no,yes,1,no,4,3,4,1,1,no,no,yes,yes,4,no,Kannada,yes,2,5,F,4,4,3,4,1,3,2,3,5,1,2,5,3,2,offline,no,yes,yes,yes,5,1,3,3,5,3,5,5,5,4,11,15,10,10,10,13,10,10,33
KVG,ME,F,16,U,Indian,GT3,yes,no,T,1,2,1,private,private,1,below,no,yes,no,1,5,home,other,2,1,0,yes,yes,no,yes,no,yes,no,no,1,yes,3,1,2,1,1,yes,yes,no,yes,5,yes,English,no,2,2,F,3,1,5,4,1,4,2,5,1,1,4,4,4,2,online,yes,yes,no,no,4,3,1,3,2,2,5,4,2,2,8,9,9,9,9,9,9,6,24
KVG,ME,F,16,U,Indian,GT3,yes,yes,T,1,4,4,selfemployed,selfemployed,4,below,yes,yes,yes,3,3,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,no,3,3,3,1,1,no,yes,yes,yes,1,no,English,no,4,4,F,3,1,1,3,3,3,2,4,3,2,1,1,2,4,offline,no,no,yes,no,1,1,3,1,4,4,1,4,1,2,11,14,10,10,10,13,10,10,33
KVG,ME,F,16,U,Indian,GT3,no,no,T,4,4,3,private,other,3,above,yes,no,no,2,5,reputation,other,1,3,0,yes,yes,yes,no,yes,yes,no,no,2,no,5,3,5,1,1,yes,no,yes,yes,1,yes,English,no,5,5,M,2,2,5,1,3,3,6,1,3,1,2,1,4,2,online,yes,no,yes,no,5,2,3,2,2,1,5,2,3,4,7,9,8,8,8,8,8,8,24
KVG,ME,M,16,U,Indian,GT3,yes,no,T,3,4,4,at_home,selfemployed,2,below,yes,no,no,4,5,reputation,other,1,1,0,yes,yes,yes,yes,yes,yes,no,no,5,no,4,5,5,5,5,yes,yes,yes,yes,3,yes,Kannada,no,4,1,M,2,1,5,3,1,1,0,5,4,1,4,4,5,3,online,yes,yes,no,no,3,1,2,5,2,3,3,3,2,2,7,7,7,7,7,7,7,7,21
KVG,ME,M,16,U,Indian,GT3,no,yes,T,1,4,4,selfemployed,private,3,below,no,yes,no,1,3,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,2,yes,4,4,3,1,1,yes,no,no,no,4,yes,English,yes,4,5,F,4,3,2,3,5,1,14,4,4,3,3,3,5,1,online,no,no,yes,no,4,2,1,4,1,4,1,3,5,5,16,17,20,19,20,17,20,13,50
KVG,ME,M,15,U,Indian,GT3,no,no,T,5,4,4,other,private,2,below,yes,yes,no,1,4,other,mother,1,1,0,no,yes,no,yes,no,yes,no,yes,2,no,5,3,3,1,1,no,yes,yes,no,4,no,English,no,2,4,F,4,3,3,1,4,2,0,4,1,5,4,1,3,1,online,no,no,no,yes,4,1,2,3,1,1,5,5,1,3,10,13,10,10,10,12,10,13,35
KVG,ME,F,15,U,Indian,GT3,yes,yes,T,1,3,2,other,private,2,below,no,yes,no,5,5,home,other,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,5,no,4,3,5,1,1,yes,no,yes,yes,5,yes,English,yes,1,1,F,1,2,5,5,1,1,4,3,4,1,2,3,2,5,offline,yes,no,yes,no,3,4,5,5,5,3,1,5,3,5,7,6,6,5,6,7,6,7,20
KVG,ME,M,15,U,Indian,GT3,yes,yes,A,2,3,4,selfemployed,private,5,above,no,no,no,2,2,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,3,no,5,4,4,1,1,no,yes,yes,yes,2,yes,English,yes,1,3,M,2,4,2,1,5,3,26,1,5,3,4,2,5,1,offline,no,no,yes,yes,2,3,5,1,3,5,2,5,3,1,16,18,16,15,15,17,15,19,51
KVG,ME,F,15,U,Indian,GT3,yes,yes,A,4,3,3,selfemployed,private,1,below,no,no,no,3,3,reputation,mother,1,4,0,yes,no,no,no,yes,yes,no,no,5,no,4,3,3,1,1,no,no,no,no,1,no,English,no,2,5,F,2,2,1,3,3,4,0,4,3,3,3,4,3,3,offline,yes,no,yes,yes,1,3,3,5,5,1,1,1,1,2,10,11,10,10,10,11,10,11,32
KVG,ME,F,15,U,Indian,GT3,yes,no,T,4,2,2,selfemployed,business,2,above,no,no,yes,4,3,reputation,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,yes,3,no,5,1,2,1,1,no,no,yes,no,4,yes,Kannada,no,3,5,F,4,2,5,4,5,4,10,5,2,5,2,1,3,4,offline,no,yes,no,yes,1,3,3,5,3,3,5,4,1,5,7,8,7,8,8,8,8,7,23
KVG,ME,M,16,U,Indian,GT3,no,yes,T,1,3,3,other,private,1,above,no,no,yes,3,5,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,no,5,3,3,1,1,no,no,yes,yes,3,yes,Kannada,no,4,4,M,4,4,1,3,2,1,8,3,1,2,4,2,5,4,offline,yes,no,yes,no,3,5,4,4,3,5,4,5,3,4,16,18,15,15,15,17,15,19,51
KVG,ME,M,15,R,Indian,GT3,no,yes,T,2,4,4,other,private,2,above,no,yes,yes,4,1,course,mother,4,4,0,no,yes,yes,yes,yes,yes,yes,no,5,yes,1,3,5,3,5,yes,yes,yes,no,5,yes,English,yes,1,1,F,3,3,5,3,5,1,2,4,3,1,3,4,2,2,online,yes,yes,yes,no,1,2,2,4,2,4,5,2,5,5,10,13,10,10,10,12,10,13,35
KVG,ME,F,16,U,Indian,LE3,yes,yes,T,3,4,4,selfemployed,private,1,below,no,yes,yes,4,2,course,other,1,3,0,no,yes,yes,yes,yes,yes,no,no,1,yes,5,4,5,1,1,no,no,yes,no,1,yes,Kannada,yes,3,2,F,2,1,5,3,1,1,6,5,1,2,1,3,4,1,offline,no,yes,yes,yes,4,2,3,4,5,1,2,3,4,1,14,15,15,15,15,15,15,14,44
KVG,ME,M,15,U,Indian,LE3,no,yes,A,3,4,4,selfemployed,other,1,above,yes,no,no,3,1,home,other,1,1,0,no,no,no,yes,yes,yes,no,no,2,no,5,5,3,1,1,yes,yes,no,yes,4,no,Kannada,no,3,2,F,3,2,1,2,2,5,4,1,3,5,4,1,4,5,online,yes,no,no,yes,5,4,4,3,1,2,3,5,3,5,18,19,19,19,19,19,19,18,56
KVG,ME,F,16,R,Indian,GT3,yes,yes,T,2,3,3,selfemployed,other,3,above,no,yes,no,1,2,course,other,1,3,1,yes,yes,no,yes,yes,yes,no,no,2,no,4,1,2,1,1,no,yes,yes,no,4,no,Kannada,yes,5,2,F,1,1,3,2,3,5,6,4,1,1,1,2,3,1,online,no,no,no,no,4,2,2,1,4,4,2,1,3,1,7,10,8,9,9,9,9,8,26
KVG,ME,F,16,U,Indian,GT3,no,yes,T,1,2,2,selfemployed,private,5,above,yes,yes,no,5,3,reputation,mother,1,2,1,yes,no,no,yes,yes,yes,yes,yes,1,no,3,1,2,1,1,yes,yes,no,no,2,yes,Kannada,no,5,2,M,1,1,1,2,5,2,0,3,3,3,1,5,1,4,offline,no,yes,yes,yes,2,3,1,4,5,2,2,5,1,2,10,13,10,10,10,12,10,13,35
KVG,ME,M,15,U,Indian,LE3,no,yes,T,4,4,2,private,private,1,below,no,yes,no,1,2,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,yes,1,no,3,5,2,1,1,yes,no,no,no,5,yes,Kannada,yes,4,2,M,2,1,5,2,3,3,6,1,5,3,5,2,3,1,online,no,no,yes,no,4,2,3,1,2,2,2,3,4,5,18,19,19,19,19,19,19,18,56
KVG,ME,M,15,R,Indian,GT3,yes,yes,T,3,2,1,private,private,1,below,no,yes,yes,1,4,course,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,yes,5,4,2,1,1,no,no,yes,no,3,yes,Kannada,no,5,1,M,3,1,2,1,5,4,10,2,4,5,2,4,3,2,offline,yes,yes,yes,no,2,1,4,4,3,3,4,5,5,2,9,9,9,,9,9,9,9,27
KVG,ME,M,16,U,Indian,GT3,no,no,T,1,4,4,other,private,2,below,yes,yes,yes,2,5,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,no,5,4,4,1,2,yes,yes,yes,no,5,yes,Kannada,no,5,1,F,3,2,5,2,5,5,8,4,1,3,3,2,2,2,offline,no,no,yes,no,2,2,2,1,3,5,5,1,4,3,15,15,15,15,15,15,15,15,45
KVG,ME,M,15,U,Indian,GT3,no,no,T,1,4,4,at_home,private,4,below,yes,yes,no,5,4,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,no,4,4,3,1,1,yes,yes,yes,no,5,no,English,yes,1,3,M,4,3,5,2,2,5,2,5,5,3,5,4,3,1,online,yes,yes,no,no,3,4,3,2,4,2,1,3,2,4,11,13,10,10,10,12,10,14,36
KVG,ME,M,16,U,Indian,GT3,yes,no,T,3,3,3,at_home,private,2,above,yes,yes,no,5,2,home,other,2,1,0,no,no,no,yes,yes,yes,no,no,2,no,5,4,2,1,1,yes,yes,no,yes,2,no,English,no,5,4,F,3,4,5,3,1,2,2,1,5,2,3,3,2,5,offline,yes,yes,yes,yes,2,1,5,3,5,1,4,3,3,2,13,14,11,11,11,14,11,16,41
KVG,ME,M,17,R,Indian,GT3,yes,yes,T,4,1,3,at_home,private,1,below,yes,yes,no,4,1,home,father,3,2,1,no,yes,no,yes,yes,yes,yes,yes,5,no,5,2,4,1,4,yes,no,yes,no,5,no,English,yes,1,3,F,4,1,5,2,5,4,0,2,2,1,5,4,4,2,offline,no,yes,yes,no,3,2,5,2,2,1,1,1,2,4,9,7,8,8,8,8,8,8,24
KVG,ME,M,15,U,Indian,GT3,yes,yes,T,2,3,4,private,private,1,below,no,yes,no,4,3,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,no,3,4,3,1,2,no,no,yes,yes,5,no,Kannada,yes,2,3,M,2,5,3,2,4,1,20,1,1,1,4,4,4,1,online,yes,no,no,no,5,4,2,2,5,5,2,4,4,4,14,13,11,11,11,14,11,16,41
KVG,ME,F,15,U,Indian,GT3,yes,no,T,2,1,2,selfemployed,other,5,below,no,no,no,3,2,other,father,1,2,0,no,no,no,no,no,yes,no,yes,5,no,3,2,3,1,2,yes,yes,yes,yes,4,yes,Kannada,no,3,3,M,1,5,5,4,3,3,6,1,5,2,1,5,1,4,offline,yes,no,no,yes,1,1,2,3,3,1,3,3,5,1,16,15,17,17,17,16,17,14,47
KVG,ME,M,15,U,Indian,GT3,no,no,T,3,2,2,other,selfemployed,2,above,no,yes,yes,3,3,home,father,1,4,0,no,yes,yes,yes,yes,yes,no,no,2,no,5,5,4,1,2,yes,yes,no,yes,1,no,Kannada,yes,1,2,M,3,4,2,1,2,5,2,1,1,2,3,2,5,2,online,no,no,no,yes,5,4,4,4,1,2,5,1,3,4,16,14,15,15,15,15,15,15,45
KVG,ME,F,16,U,Indian,LE3,no,no,T,3,2,4,other,business,3,below,no,yes,no,3,3,course,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,yes,4,2,2,1,2,no,no,yes,no,5,yes,Kannada,yes,1,5,M,1,2,5,3,3,4,6,3,3,5,3,1,3,5,online,yes,no,yes,yes,2,4,4,5,4,3,3,3,5,2,13,13,11,11,11,13,11,14,39
KVG,ME,M,16,U,Indian,GT3,no,no,T,1,4,4,at_home,other,1,below,yes,no,no,5,4,reputation,other,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,no,3,4,4,1,4,yes,yes,yes,yes,5,no,English,yes,2,5,F,2,2,3,4,4,2,2,3,4,3,3,4,1,1,offline,yes,yes,yes,yes,4,1,2,3,5,4,1,2,4,3,14,11,10,10,10,13,10,15,38
KVG,ME,F,16,U,Indian,GT3,yes,yes,T,4,2,2,at_home,private,1,below,no,no,no,1,1,home,father,1,2,0,no,no,yes,no,yes,yes,no,no,1,yes,5,4,4,1,1,yes,no,no,no,5,no,Kannada,yes,1,4,M,1,1,5,4,2,2,18,2,4,4,1,3,3,4,online,yes,yes,yes,yes,4,5,5,2,5,2,2,1,5,3,8,7,8,8,7,8,8,7,23
KVG,ME,M,15,U,Indian,GT3,yes,no,T,2,3,4,selfemployed,private,4,below,yes,no,no,4,4,home,other,1,1,0,yes,no,no,no,yes,yes,yes,no,3,no,5,5,5,3,2,yes,no,no,yes,5,no,English,no,4,1,M,4,4,1,3,1,1,0,5,3,1,5,4,2,5,online,no,no,no,yes,4,4,1,5,3,1,3,2,2,5,13,13,13,12,13,13,13,13,39
KVG,ME,F,15,U,Indian,LE3,yes,yes,A,4,3,4,selfemployed,private,4,above,yes,yes,no,1,2,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,1,yes,5,3,2,1,1,no,yes,no,no,5,yes,Kannada,no,5,4,F,5,2,4,2,2,2,0,4,3,1,4,1,3,3,offline,no,no,no,yes,4,2,5,5,5,1,2,4,4,5,7,10,9,9,8,9,9,8,26
KVG,ME,F,19,U,Indian,GT3,yes,no,T,3,0,1,other,private,5,below,no,no,no,4,2,home,other,1,2,3,no,yes,no,no,no,no,no,no,5,no,3,4,2,1,1,yes,no,no,yes,1,no,Kannada,no,3,1,F,5,5,4,2,1,1,0,2,5,2,4,4,5,4,online,no,yes,no,yes,4,3,1,5,3,3,4,1,1,3,7,8,8,8,8,8,8,7,23
